Fold1,Mean±Std
22.22,22.22±nan
22.78,22.78±nan
32.22,32.22±nan
76.11,76.11±nan
68.33,68.33±nan
76.11,76.11±nan
59.44,59.44±nan
91.11,91.11±nan
62.22,62.22±nan
53.89,53.89±nan
56.44,56.44±22.49
