Fold1,Mean±Std
27.78,27.78±nan
27.22,27.22±nan
37.22,37.22±nan
66.11,66.11±nan
61.67,61.67±nan
65.00,65.00±nan
62.78,62.78±nan
90.56,90.56±nan
58.33,58.33±nan
47.78,47.78±nan
54.44,54.44±18.66
