Fold1,Mean±Std
41.67,41.67±nan
56.94,56.94±nan
78.47,78.47±nan
97.92,97.92±nan
99.31,99.31±nan
95.83,95.83±nan
86.81,86.81±nan
93.06,93.06±nan
96.53,96.53±nan
79.86,79.86±nan
82.64,82.64±18.35
